"gene"	"entrez"	"MCF7"	"VCAP"	"MCF7_s"	"X22RV1"	"LNCAP_s"	"DU145"	"LNCAP_g"	"PC3"
"ZNF22"	7570	-0.2208358	-0.210286	0.15730861	0.10206558	0.09679021	0.12826636	0.109286020021	-0.273743763004
"ZNF221"	7638	0.3049539	0.402912	-0.21354785	0.32442574	-0.016322	-0.01211972	0.21648298035	0.255633761211
"ZNF222"	7673	-0.1602503	-0.1441098	-0.1770206	-0.1291504	-0.1363721	-0.1969353	-0.22001797564	0.217670126744
"ZNF223"	7766	0.3073184	0.3714387	-0.01539812	-0.01841275	0.10597329	-0.14106646	0.0475079173039	0.273658743255
"ZNF224"	7767	-0.0600615	0.06508324	-0.08029097	-0.28160082	0.04306551	-0.23853863	-0.168542888732	-0.0351516276852
"ZNF225"	7768	-0.2749346	-0.1996288	-0.1994752	-0.1890932	-0.2200814	-0.3192229	-0.0532631383126	-0.129936900772
"ZNF226"	7769	-0.24634234	-0.06232135	-0.2703856	-0.2540662	-0.2269874	-0.489917	0.102614630193	-0.00778048638653
"ZNF227"	7770	-0.11594161	-0.09836631	-0.27750469	0.08556018	-0.027734	-0.27073539	-0.129528846274	-0.145175598617
"ZNF229"	7772	0.07338055	-0.02940193	-0.20748746	-0.15450679	-0.04555754	0.02875427	-0.050117146707	0.109983015395
"ZNF23"	7571	0.15219433	0.08507392	0.3358234	0.2106348	0.1915579	0.2263551	0.0832593225795	-0.0613010234264
"ZNF230"	7773	-0.049373637	-0.004113437	-0.09783051	0.05380206	0.05495768	-0.06888986	0.139581708518	0.320748051826
"ZNF232"	7775	0.05860735	-0.21497759	0.12963008	-0.05622755	0.01570857	0.08290237	-0.276929178547	-0.339974715803
"ZNF233"	353355	0.01282796	-0.28852231	-0.09895101	0.11948836	0.11176085	-0.07218875	0.00795098957632	0.514143695992
"ZNF234"	10780	0.14205382	0.01666448	0.134462597	-0.034699817	0.05382641	-0.006280254	0.0655030595441	0.533282125277
"ZNF235"	9310	-0.05371853	0.13125648	-0.3593873	-0.6951656	-0.2663346	-0.4130289	0.032906047488	-0.0276009595884
"ZNF236"	7776	-0.3545732	-0.2933809	-0.5802003	-0.1058371	-0.2821241	-0.1780785	-0.508109298672	-0.125996088445
"ZNF239"	8187	-0.09834891	-0.08386833	0.26796607	-0.31721178	-0.06078555	0.04715146	-0.00366482616379	-0.042126624211
"ZNF24"	7572	-0.3977152	-0.360658	0.17881402	-0.04572557	0.20233859	0.17193543	0.315007770438	0.712420280486
"ZNF248"	57209	-0.09244673	0.05466311	0.33559799	0.06100983	0.21421146	0.10665043	0.17815585333	-0.184995259319
"ZNF25"	219749	-0.06013992	0.14677021	0.2153544	-0.1644224	0.1091616	0.1356438	-0.0919406835017	0.340991751035
"ZNF250"	58500	-0.1788244	-0.1722406	0.014518	0.1044107	0.2353078	0.1310006	-0.0756852456179	0.121991897639
"ZNF251"	90987	0.3462318	0.3158703	0.07344702	-0.0258429	0.01314753	-0.06070461	-0.354803229052	-0.436002179969
"ZNF253"	56242	-0.9034756	-0.6076832	0.03132224	0.36102775	0.21136688	0.17223416	0.0447324838746	-0.253899879082
"ZNF254"	9534	-0.1160531	-0.468122	-0.3993008	-0.4291863	-0.3983197	-0.4136692	0.00697936684089	0.160191197505
"ZNF256"	10172	0.3665729	-0.175928	-0.20239682	0.17573529	0.03751225	0.16060814	-0.323300001611	-0.139890364529
"ZNF257"	113835	0.2596091	0.2744964	-0.09861442	0.13109289	-0.3192773	-0.0416462	-0.407549564631	-0.440019594695
"ZNF26"	7574	-0.05486293	0.03569099	0.07570564	-0.14017324	-0.04472287	-0.15221442	-0.49156852976	-0.890620470096
"ZNF260"	339324	0.1483285	0.2282046	-0.05454186	0.39102905	0.15704727	0.07869583	-0.142533068123	-0.403427096964
"ZNF263"	10127	-0.1990815	-0.1180589	-0.14638452	0.22047027	-0.02633558	-0.06061277	0.104162310439	-0.158772443241
"ZNF264"	9422	0.14169532	-0.05864672	-0.41677648	0.10550292	-0.0111294	0.08071063	-0.126525805643	-0.256236760244
"ZNF266"	10781	-0.3828962	-0.1233748	0.16812575	0.07266607	0.11134103	0.17273015	0.223162685422	0.175589789278
"ZNF267"	10308	0.51423543	0.04378048	-0.03588209	0.16493578	-0.06093813	-0.04507867	0.342397713846	0.879151894866
"ZNF268"	10795	0.2703939	0.2246832	0.27712412	0.07234628	0.21035787	-0.06507587	0.164774030024	0.478767147825
"ZNF273"	10793	-0.2898643	-0.4268942	-0.4743507	-0.7333688	-0.4965069	-0.4503547	-0.182513878815	0.0243043462333
"ZNF276"	92822	-0.02373542	-0.18552896	0.16960682	-0.1644378	0.11993792	0.08331361	-0.205064961939	-0.0952627400894
"ZNF277"	11179	-0.17430086	0.04567106	-0.1885225	0.1399545	0.1257479	0.2200289	-0.21807159848	0.130293684534
"ZNF28"	7576	-0.2136098	-0.1957823	-0.280109721	0.061057885	0.005005977	0.118352474	-0.280277186148	-0.0823847989035
"ZNF280A"	129025	-0.06856012	-0.13881002	0.110904	-0.03112641	0.0585689	-0.21973549	0.0239515015531	0.113433401086
"ZNF280B"	140883	0.3081298	0.1152684	-0.21418894	0.176889	0.01328888	-0.10863498	0.293426884896	-0.00608427170076
"ZNF280C"	55609	-0.02607349	0.02494875	-0.0361007821	0.0576277795	-0.0009627503	-0.0578033746	0.392653309945	0.573737774734
"ZNF280D"	54816	0.3331095	0.1922021	0.14868741	0.13117128	0.09371579	-0.04147717	0.155521814632	-0.178525750677
"ZNF281"	23528	-0.0002790056	-0.2132487573	0.02990071	-0.22198501	-0.04079645	-0.06165927	-0.163985693946	-0.357810244767
"ZNF282"	8427	0.1629499	-0.2706671	-0.15704438	-0.09102159	0.08162269	-0.11152513	-0.211477586334	0.112987329471
"ZNF283"	284349	-0.2334205	-0.4382967	-0.02121481	-0.04175994	0.22147913	-0.03340586	0.112801028783	0.188917106018
"ZNF284"	342909	-0.6642705	-0.5857523	-0.12743541	0.05153537	0.11840552	-0.22686476	-0.224864564883	-0.228260346061
"ZNF285"	26974	0.01076633	-0.34411472	-0.46169633	-0.04927195	-0.20643323	-0.36610642	-0.291274363154	-0.242273025658
"ZNF286A"	57335	0.2445505	0.1936634	0.1821394	-0.1430617	-0.2053937	-0.1075731	0.0456261081101	0.174845519584
"ZNF286B"	729288	0.493599836	0.002132691	0.05311021	-0.08608038	-0.33168998	-0.34935106	0.00396252726248	-0.0608244283224
"ZNF287"	57336	-0.074274584	-0.007291326	0.3597735	0.420432	0.2301246	0.1116007	-0.131709924505	-0.0280344964863
"ZNF292"	23036	0.22551532	-0.02007322	-0.33372883	0.14232055	-0.09778855	-0.27833697	-0.316823019545	-0.693658563049
"ZNF296"	162979	-0.16993195	-0.06206968	-0.018073461	-0.082266365	0.003443597	-0.074448568	-0.169776323183	-0.425851393216
"ZNF3"	7551	-0.5653306196	-0.0001398422	-0.02716894	0.09582466	-0.09331084	-0.05958562	-0.0301139592377	-0.0434379185116
"ZNF30"	90075	0.2697403	0.1817804	-0.24225887	0.14548061	-0.06226923	-0.15114897	-0.0840513606747	0.0334214967496
"ZNF300"	91975	0.207185	-0.2315399	-0.01290186	-0.10370731	0.030518	0.06442587	0.0883833032296	-0.107394387258
"ZNF302"	55900	0.1034863	0.0260927	-0.0099069253	0.0986796217	0.09989303	-0.0002940672	0.118274458443	0.120408469994
"ZNF304"	57343	0.14777199	0.06690522	0.2720715	0.1599662	0.2092849	0.2742153	0.00990930346629	0.118500469935
"ZNF311"	282890	0.008122261	-0.100754622	-0.24233296	-0.2957826	-0.04408348	-0.05428873	0.00195771045995	-0.0780880746515
"ZNF317"	57693	-0.8157679	-1.2495856	-0.18151118	0.02715338	-0.05432914	0.08955955	0.0615907836398	-0.473287794449
"ZNF318"	24149	-0.1254004	-0.3147395	-0.11989903	-0.1830756	0.01866268	-0.07115039	0.0286972876295	-0.474573207778
"ZNF319"	57567	-0.2150757	-0.1958131	0.02779228	0.18531853	-0.12663682	0.07843641	0.0118867686799	-0.332279347432
"ZNF32"	7580	0.1728277	0.181839	-0.10993866	-0.01065533	-0.05258121	0.06727673	0.0455156657064	0.104492908046
"ZNF320"	162967	-0.05683124	0.05299336	-0.03187123	-0.27049576	-0.33468901	-0.23517659	0.151003583884	0.493401269603
"ZNF322"	79692	-0.1452206	-0.1621236	-0.26603048	-0.09948603	-0.13530839	-0.03179817	0.400186678909	0.48899311777
"ZNF324"	25799	-0.2307778	-0.2886699	0.01147589	0.14165962	0.10139526	0.25889074	-0.23120098783	-0.376540487125
"ZNF324B"	388569	0.0774369	-0.510393	-0.18903365	0.12937521	0.06037255	0.20476107	-0.243719562625	-0.529170728464
"ZNF326"	284695	-0.200478962	0.006021769	-0.11945319	0.18109474	0.05585207	0.0676219	-0.0187474941611	-0.407873133212
"ZNF329"	79673	0.0687775436	0.0002837754	-0.117558449	-0.094648441	-0.064615578	-0.002814946	0.0399140513187	0.222240160809
"ZNF330"	27309	-0.04334542	-0.08913594	-0.28187659	-0.11837524	-0.02539342	-0.12953855	0.0417935743007	-0.647586740655
"ZNF331"	55422	0.4838496	0.1593691	0.3263074	0.1652894	0.3411063	0.2484272	0.154296690119	0.25160203426
"ZNF333"	84449	-0.5035013	-0.5023041	-0.5646933	-0.23687116	-0.10886784	-0.05605412	-0.135198209229	-0.79421595721
"ZNF334"	55713	0.2725548	0.5461497	0.07343669	-0.0261836	-0.02391504	0.1064606	0.449638080706	0.737207331548
"ZNF335"	63925	-0.7095281	-0.8889374	-0.796262	-1.0767808	-0.8856236	-0.9165515	-0.654561560235	-0.238290280297
"ZNF337"	26152	0.03180291	0.21736995	-0.004623078	0.047274654	0.168848829	0.1968196	0.173018423637	0.684904194857
"ZNF33A"	7581	0.1624631	0.181214	-0.06899795	0.0639019	0.06255461	0.04853544	-0.272243368894	-0.327219472926
"ZNF33B"	7582	-0.2845872	-0.3084384	0.16206431	0.04240899	0.13431431	0.09966109	0.0679735951558	-0.196537510284
"ZNF34"	80778	-0.2142331	-0.2848219	0.19374505	0.13597041	0.02625481	-0.07263823	-0.427196814463	-0.556448436566
"ZNF341"	84905	0.26749103	0.04446884	0.03651736	-0.35551893	-0.07626008	-0.20565046	0.0100078014031	-0.147467420043
"ZNF343"	79175	0.3156757	0.1628939	0.14573702	0.32062336	0.08474393	0.08875575	0.0206522680384	0.230881638423
"ZNF345"	25850	-0.02451343	0.01865489	-0.231118822	0.061091816	-0.001863932	-0.11832633	0.130737842325	-0.297225016129
"ZNF346"	23567	-0.02794044	0.1878896	0.2433122	0.3316463	0.1530583	0.1732322	-0.0913931199565	-0.233260781282
"ZNF347"	84671	0.08910793	0.04104243	0.08121059	0.30053941	0.03892677	0.16131746	-0.0633422736287	-0.221636051978
"ZNF35"	7584	0.3491827	0.3494601	0.18380843	0.20511518	-0.05766616	-0.05498091	-0.0999223332329	-0.30755132341
"ZNF350"	59348	-0.1402716	-0.4108256	-0.10505688	-0.17939057	0.02405626	0.08358809	-0.191804054505	-0.382440835069
"ZNF354A"	6940	0.2242812	0.3237457	0.11385387	0.06676901	0.07601803	0.29614351	0.079210823601	0.405593622548
"ZNF354B"	117608	0.17895137	-0.01783002	-0.01846398	0.26407276	0.15518851	0.1604605	0.0656521721908	0.0283742683746
"ZNF354C"	30832	0.3213618	0.08440223	0.03426089	0.47053035	-0.01844943	0.08827672	0.0652747135215	-0.00951487825892
"ZNF358"	140467	-0.4137028	0.0332683	0.04219746	0.37473888	0.15432981	0.13971504	-0.129606467183	-0.446884818958
"ZNF362"	149076	0.23725465	0.04077618	0.11029317	0.02780287	-0.07329489	0.07631031	-0.142400145744	0.184662436812
"ZNF365"	22891	-0.193316	0.07891044	0.11628133	-0.08583979	-0.11451943	0.09184991	0.246178125491	0.266174611879
"ZNF366"	167465	-0.1797178	-0.3644173	0.03678163	-0.06574052	-0.13000561	-0.13494511	-0.128275610845	-0.139518689708
"ZNF367"	195828	-0.08641591	-0.05328295	0.00501286	0.15046371	-0.06172272	0.09337153	-0.360946813799	-0.150953227445
"ZNF37A"	7587	0.015664	-0.2259211	0.16945909	0.0792358	0.07212323	0.14176108	-0.156046437807	0.447617593796
"ZNF382"	84911	-0.07755768	0.03304929	-0.4161032	-0.4532382	-0.4449062	-0.325612	-0.014140381133	0.11498908987
"ZNF383"	163087	-0.5048913	-0.5222226	-0.1187738	-0.3097021	-0.2000721	-0.1416164	0.0457011308178	0.28923079052
"ZNF384"	171017	0.1383229	-0.4639195	-0.12148289	0.20839483	0.16949039	-0.08483482	-0.275950677085	0.548503394681
"ZNF385A"	25946	0.029595309	-0.003605532	-0.19915446	-0.09779428	-0.25600522	-0.32090641	0.0194351882179	0.331084465991
"ZNF385B"	151126	0.07239364	0.43494435	-0.000104932	0.001806531	-0.087725252	0.091640672	0.0607026355131	-0.204408518003
"ZNF385D"	79750	0.0507641	0.2226444	0.4397323	0.201164	0.2965901	0.2139406	0.288850464373	-0.0769648902876
"ZNF391"	346157	0.1097779	0.2811747	-0.11940205	0.2921093	0.07608198	0.20895557	0.0161880991801	0.152646295977
"ZNF394"	84124	0.04994857	-0.05225405	-0.03399835	-0.26393202	-0.09046021	-0.11979687	-0.0460062484651	-0.257531380575
"ZNF395"	55893	0.1232409	0.3317528	0.08470558	-0.29935359	-0.31157835	-0.05531286	0.14152866113	0.330613424515
"ZNF396"	252884	-0.18325857	0.08381729	0.01056395	-0.20864369	0.15819835	0.05202027	-0.465538078733	-0.948660605995
"ZNF397"	84307	-0.2855696	-0.1361871	-0.143615	-0.1958833	-0.1041454	-0.1531562	0.263613280713	0.803249543982
"ZNF398"	57541	0.03090769	0.0822522	0.06850364	0.41417848	0.27111726	0.31958106	0.12977629249	0.302581282991
"ZNF404"	342908	0.3686524	0.4218976	-0.285175826	0.009873509	-0.158638455	-0.503043237	-0.0485812538727	-0.144589488758
"ZNF407"	55628	-1.1099402	-0.6762106	-0.9884201	-0.8915801	-0.7319338	-0.7446301	-0.328804449559	-0.0514302221968
"ZNF408"	79797	0.149983	-0.3166094	-0.48033631	-0.42938752	-0.17463343	-0.06099319	-0.312963133053	-0.715958607911
"ZNF41"	7592	-0.0532915	0.1721294	0.25299425	-0.03627671	0.15500386	0.14333782	-0.0812749920919	0.0401469850054
"ZNF410"	57862	-0.2257608	-0.2243912	-0.06694286	-0.40210825	0.09831309	0.14225186	-0.159491944754	-0.0160896077138
"ZNF414"	84330	-0.2697839	-0.2309968	-0.18839133	-0.15769117	-0.19654417	-0.06667024	0.32214886732	0.34237601058
"ZNF415"	55786	0.03983431	-0.01469535	-0.19561927	-0.02062854	0.0278616	0.04593731	-0.164889013557	-0.590338924364
"ZNF416"	55659	0.1373573	-0.2624638	-0.17387105	0.06238538	-0.03702917	0.06457165	-0.453442365065	-0.0176565663693
"ZNF418"	147686	0.08757933	-0.28881679	0.11463564	0.19360416	0.09834057	0.14208714	-0.274953531883	-0.555433205107
"ZNF419"	79744	0.03015022	0.10971236	-0.003129525	-0.131535527	0.034836872	-0.009253609	-0.00737243927157	0.229997891926
"ZNF420"	147923	-0.03618951	0.16340709	0.12098058	0.24710267	0.06570298	0.147581	-0.177205342582	-0.250381549981
"ZNF423"	23090	0.1943596	0.2907045	0.3030358	0.1785656	0.1086023	0.1757894	-0.434044087734	-0.111149832088
"ZNF425"	155054	-0.02029026	-0.27032452	-0.0820231	0.1013643	-0.1012102	-0.1942848	-0.316474376823	-0.648805397602
"ZNF426"	79088	-0.1658477	-0.4243119	-0.04808525	0.2194082	0.01467669	0.09875246	-0.37284631718	-0.318516930422
"ZNF428"	126299	0.3034333	-0.4430989	-0.13072726	-0.09114029	-0.26116187	-0.52053668	-0.0320334974013	-0.251078900487
"ZNF429"	353088	0.308736	0.1468037	-0.3131495	-0.2552613	-0.4200415	-0.2639268	-0.290824317258	-0.321006432543
"ZNF43"	7594	0.11288165	0.05215932	-0.3509363	-0.634938	-0.5062216	-0.5409447	0.0943955136863	0.493733428326
"ZNF430"	80264	-0.26986082	-0.07545072	0.01653441	0.03241859	-0.15236478	0.03461928	0.031579633701	-0.0939604714282
"ZNF431"	170959	0.1312098	0.1837486	-0.4024463	-0.4039285	-0.4466576	-0.2846634	-0.0757240278437	0.0313593442383
"ZNF432"	9668	0.1758639	-0.2162356	0.3589009	0.3575279	0.2780869	0.2736602	0.0716055027491	0.197779378465
"ZNF433"	163059	-0.0597227	-0.3555311	-0.23230596	0.04076551	-0.04733595	0.06627351	-0.0576621035566	-0.277209632513
"ZNF436"	80818	-0.4151434	-0.3634838	-0.12548958	-0.13494055	-0.08182908	-0.10421316	-0.153538690989	0.299075699226
"ZNF438"	220929	0.07015561	0.11912702	0.22119582	0.06859648	0.01731484	0.20260317	0.080833853457	0.206718731767
"ZNF439"	90594	0.01416007	-0.07680544	-0.67991839	0.15450337	-0.1125565	0.01678338	0.333447112171	0.367012804833
"ZNF44"	51710	0.2043292	0.1471187	-0.35900001	-0.14995194	-0.13867128	-0.09304771	0.201456243622	0.256439982905
"ZNF440"	126070	0.17594143	0.01383816	-0.343436	0.12810002	-0.20973897	-0.05562516	0.00334372152733	-0.196699444881
"ZNF441"	126068	-0.4625413	-0.2743515	-0.2841316	-0.23683155	-0.25139196	0.09150721	0.119663851905	-0.192132769763
"ZNF442"	79973	-0.2034246	-0.4176504	-0.20220141	0.09551722	-0.11637632	-0.0200415	0.0330895535466	-0.00728271174735
"ZNF443"	10224	0.15439103	0.06931058	-0.20280522	-0.04155282	-0.24945651	-0.09588466	0.0470949952169	-0.748994810791
"ZNF444"	55311	0.1495825	-0.1038063	0.1412725	0.2973297	0.2385325	0.1925999	-0.127965050121	-0.783215726275
"ZNF445"	353274	-0.2451939	-0.2948211	0.4344123	0.2032569	0.1309077	0.1601387	0.362413725734	0.714147322757
"ZNF446"	55663	-0.04666377	-0.16427219	0.02655852	-0.09721286	0.22432434	0.21602084	-0.369893203566	-0.402003541367
"ZNF449"	203523	0.03768698	-0.19504203	-0.079405529	-0.000746903	0.03831159	0.023868299	0.283559665406	0.281610731347
"ZNF45"	7596	0.1221789	-0.06358005	0.07285101	0.09613752	-0.09466904	-0.28942969	-0.0174923472671	0.334710076979
"ZNF451"	26036	-0.20304835	0.06291681	-0.082893355	0.0627726	0.007665711	0.082714534	0.108307246646	-0.0300044971655
"ZNF454"	285676	0.05026979	0.13215355	0.1477226	0.271865	0.1234133	0.132635	0.0749553146144	0.129135911981
"ZNF460"	10794	-0.04369434	-0.16493639	-0.06763006	0.09855375	0.07082284	0.34445727	0.156026565263	-0.0164429181651
"ZNF461"	92283	0.05535869	0.09570733	0.3478366	0.12158483	-0.04735367	0.05142265	-0.354145492012	-0.252092695831
"ZNF462"	58499	0.02516293	-0.53417591	0.04184028	0.12391263	-0.01636249	0.12420741	-0.276589564091	-0.122535636904
"ZNF467"	168544	0.2548376	0.1191158	0.4224864	0.4854395	0.1445414	0.1923959	0.19545582662	0.588453014506
"ZNF468"	90333	-0.3889209	-0.6814717	-0.3047404	-0.4028145	-0.3632575	-0.345826	-0.253410331549	0.220474700907
"ZNF469"	84627	0.02625727	-0.21432863	-0.11064618	0.01214083	-0.04077309	-0.01806042	-0.278022815223	-0.426787279059
"ZNF470"	388566	0.1590945	-0.09711283	0.1639367	-0.01923066	-0.06681699	0.02530554	0.26174223338	0.0945026302535
"ZNF471"	57573	0.1500919	0.1718974	0.062426859	-0.008828936	-0.051710515	0.076643434	0.0343894811949	0.0108547991853
"ZNF473"	25888	0.2581587	0.1354306	0.12327329	0.016888647	0.004199651	0.048524858	0.141657665637	-0.0081884288078
"ZNF474"	133923	0.08939947	0.15931583	0.07779814	-0.06640296	0.0200067	-0.01718698	0.0924793603848	0.160955703506
"ZNF479"	90827	0.003898295	0.074507983	-0.05149837	-0.37176794	-0.43978241	-0.27199839	-0.158580596915	-0.456978992852
"ZNF48"	197407	0.18505692	0.00976349	-0.08865883	0.24382718	0.0813954	-0.13664354	-0.349582738615	-0.477199561382
"ZNF480"	147657	0.2172496	0.1357996	0.017493732	0.178671709	-0.111618975	0.007997788	0.27624144583	0.268189753602
"ZNF483"	158399	0.1153528	0.1111582	-0.04182209	-0.27260221	0.12016302	-0.03662581	-0.0666124342987	-0.228869597926
"ZNF484"	83744	0.09523975	0.21378364	0.02309187	0.13476838	-0.14675791	0.07458742	0.00695472801659	0.00587068353625
"ZNF485"	220992	0.3355764	0.1322983	-0.004394474	-0.376004583	-0.102963873	-0.078354002	0.0705214344762	0.468108507768
"ZNF486"	90649	-0.002483956	-0.039333988	-0.4290215	-0.5545627	-0.5397206	-0.5041754	-0.421822111086	0.172994229895
"ZNF488"	118738	0.1146723	0.26221	0.13644289	0.10339483	0.01356185	0.03944696	-0.010387786126	-0.436238138867
"ZNF490"	57474	0.01735932	-0.26765471	0.11816931	0.08642288	-0.0371184	0.10070606	0.271300268781	0.237788807768
"ZNF491"	126069	-0.09863992	-0.51272759	-0.28852244	0.02360651	-0.0454418	0.03561273	0.489432436515	0.162969710366
"ZNF492"	57615	-1.140703	-1.141534	-0.6865699	-1.1491149	-0.8250004	-0.8162465	0.233324322801	0.165065243974
"ZNF493"	284443	-0.242081057	-0.007787756	-0.3668167	-0.27443229	0.06712329	0.16280459	0.259635254214	0.18223106656
"ZNF496"	84838	-0.0916631	0.186507	0.27369443	0.25671541	0.05246776	0.12552803	0.182497615589	0.267229691889
"ZNF497"	162968	0.2539378	-0.1592242	0.16790454	0.06403555	0.0703974	0.09298173	0.0903774914549	0.638969968125
"ZNF500"	26048	0.01047425	-0.19664964	0.04417189	0.0713977	-0.03658908	-0.11686657	-0.195642514123	-0.0186112263246
"ZNF501"	115560	0.1558249	0.146882	-0.282756	-0.497069	-0.3863903	-0.5180524	0.2054106967	0.339035582658
"ZNF502"	91392	-0.02001745	0.18841336	-0.104901379	0.266235555	-0.136337538	-0.004512174	0.0384216877952	0.109952966546
"ZNF503"	84858	0.4248925	0.1187621	-0.04250755	-0.18186341	-0.03514954	0.07315529	-0.65119995523	-1.79208350548
"ZNF506"	440515	-0.5868244	-0.4500353	-0.3528664	-0.2710812	-0.1399805	-0.1892949	-0.490893183413	-0.617835634991
"ZNF507"	22847	-0.07059865	0.24415857	-0.1966498	0.1053196	0.1259378	-0.1510514	-0.248192736291	-0.833577839564
"ZNF510"	22869	-0.1064323	0.1793491	0.11423178	-0.08581441	0.07297212	-0.05180091	-0.0467099202117	-0.100636841842
"ZNF511"	118472	-0.4309691	-0.2137917	0.02869338	-0.1624309	-0.17587336	0.10043684	-0.18342709003	0.210935811389
"ZNF512"	84450	0.15815985	-0.06457503	0.013539205	-0.008144766	-0.057362126	0.016255886	-0.026912648497	0.0118714914117
"ZNF512B"	57473	-0.3909379	-0.1661772	0.28481564	0.22202124	-0.04033301	0.09016175	-0.29391657487	-0.333139949178
"ZNF513"	130557	0.1717596	-0.1692332	0.07861693	-0.02330613	-0.16636656	-0.02822588	-0.421917561559	-0.547547900504
"ZNF514"	84874	-0.4047105	-0.1764112	-0.1880871	-0.2468953	0.0549503	-0.1009928	0.212281844797	0.254909800469
"ZNF517"	340385	0.051158807	0.006255518	0.03339153	-0.06592661	-0.12954445	-0.1397751	-0.204896034723	0.0169040508892
"ZNF518B"	85460	0.03852028	0.2378279	0.051385551	-0.057781034	-0.031710845	0.005730676	0.0222928444753	0.199503874274
"ZNF519"	162655	0.1765859	-0.2431866	0.1029032	-0.2224111	-0.1017581	-0.132759	-0.269514389789	-0.401761550252
"ZNF521"	25925	-0.238152606	0.009671129	0.010016265	0.009744227	0.265748426	0.088231028	0.0733670514417	-0.0774893076525
"ZNF524"	147807	-0.2463527	-0.1834372	0.060976432	0.151768254	-0.005124428	0.036557733	-0.131464698106	0.114202614568
"ZNF526"	116115	-0.03833555	-0.07435063	-0.31568995	-0.02450026	0.09807322	-0.11439	-0.120745398301	-0.319660472268
"ZNF527"	84503	-0.3022181	0.04880474	-0.256628871	0.005820622	0.021876299	-0.118025318	-0.420487204404	-0.435596991399
"ZNF528"	84436	-0.1566536	-0.3997583	-0.07487514	-0.03925529	-0.01631081	-0.03965542	-0.380816591407	-0.244760165548
"ZNF529"	57711	0.1162712	-0.3893734	-0.07725707	0.07495571	0.09193415	-0.01555302	-0.523287226715	-0.671367075686
"ZNF530"	348327	-0.05540996	0.12156525	0.093130224	0.086881448	-0.143528985	-0.001577681	0.149389618308	0.097170792364
"ZNF532"	55205	-0.07002411	-0.07471911	-0.3223286529	0.0088098241	-0.1978510895	-0.0009635723	-0.561908256236	-0.465966776718
"ZNF534"	147658	-0.02000202	0.09726971	0.01993353	0.11184462	0.1353529	0.06883195	-0.212619862335	0.134452904915
"ZNF536"	9745	-0.09340288	0.17092044	-0.19029922	0.04841904	-0.13420117	-0.25923693	-0.0918436803263	-0.0610822475294
"ZNF540"	163255	-0.14682451	-0.02442839	0.1180435	0.11687039	0.05668581	-0.13189483	0.123936716655	0.475728186625
"ZNF541"	84215	0.1701682	-0.1276421	-0.23554816	0.15989445	-0.01742706	-0.29287581	-0.356934152866	-0.595789549091
"ZNF543"	125919	0.05096903	0.04866392	0.2834603	0.3460183	0.2166904	0.2102804	0.131671455034	0.148809061336
"ZNF544"	27300	0.4806038	0.4117244	-0.06110868	-0.04388173	-0.06069308	0.11913224	-0.195340126873	-0.182491176967
"ZNF546"	339327	-0.055856542	-0.004977043	-0.09218657	-0.06038584	-0.02466025	-0.12632816	-0.00407104980007	0.412738713526
"ZNF547"	284306	0.3562393	0.1574797	-0.27583468	0.07916025	-0.03639971	-0.14046964	0.218614082652	0.267351774892
"ZNF548"	147694	0.085398887	-0.008192177	-0.10761192	-0.11831682	0.07769555	0.10062331	0.0775774925804	-0.234910417165
"ZNF549"	256051	-0.1182542	-0.239166	-0.049832786	0.172384872	0.004024257	0.023602684	0.611832651702	0.714809850816
"ZNF550"	162972	-0.1078807	-0.2548731	0.06169886	0.20298964	0.13282521	0.2146067	0.0545629874555	-0.185137186237
"ZNF551"	90233	-0.162007	-0.2412961	-0.09278519	0.06851992	-0.06595507	-0.06559109	-0.0689882907814	-0.781204134546
"ZNF552"	79818	-0.01765327	-0.02332115	-0.0688958	0.34375326	-0.07062685	0.18438187	-0.406727009652	-0.526032384829
"ZNF554"	115196	-0.1327801	-0.2477136	-0.1511096	0.245544	0.0908664	0.1374898	0.035180960935	0.168386517038
"ZNF555"	148254	-0.3465709	-0.3117315	0.1370906	0.10624974	0.05733671	0.04505194	0.413475061265	0.549502071723
"ZNF556"	80032	-0.1412473	0.01444948	-0.19168123	0.2432083	0.05127235	0.07227518	-0.260657139098	-0.0233589573889
"ZNF557"	79230	-0.2631064	-0.09235106	-0.01391297	0.34856154	-0.02266294	0.07456518	0.464350716503	0.881038846433
"ZNF558"	148156	-0.4337106	-0.1346035	-0.29257338	0.25311266	0.01429013	0.18916505	-0.369008262864	-0.386044877341
"ZNF559"	84527	-1.05113	-1.405578	-0.3619746	-0.7447127	-0.6342376	-0.6040353	-0.139810374864	-0.241625894308
"ZNF560"	147741	0.196909	0.110608	-0.17724831	-0.07143673	-0.14787259	-0.13556629	0.155186896102	-0.102349601652
"ZNF561"	93134	0.1615535	-0.2053394	-0.15091138	-0.05482389	0.01205685	0.09251916	-0.171285260106	-0.00269381872494
"ZNF562"	54811	-0.08710315	-0.30740067	-0.178301919	0.246317866	0.002369026	0.072165277	0.0075572987013	-0.549993613912
"ZNF563"	147837	-0.164793	-0.3494139	-0.20290526	-0.26283035	-0.25639235	-0.08899654	0.0707518691564	0.293452207408
"ZNF564"	163050	-0.05905657	-0.21710709	-0.13540351	-0.06345935	-0.05723457	-0.06021967	0.420322107788	0.44119983754
"ZNF565"	147929	0.25736007	0.01010185	-0.293469728	0.005428924	-0.175019944	-0.392080761	-0.11588357582	0.241357538719
